id,label1,label2,label3,score1,score2,score3
dbb1eac3,编程语言,python,p10,0.6162743592320464,0.5568564098400075,0.2425397999325783
e6a9d579,宋建文,财经,,0.6454287649537302,0.328854607332438,
d02504db,期货投资,套利,,0.5871948962716996,0.3789866943634572,
43db8034,龙光,中建,五局,0.3937488104353168,0.37273477566887825,0.27934414529984625
53d8a16e,手机,,,0.23867034689447023,,
0fbe9cc5,淘宝店铺,选品,无货源,0.3194337266431525,0.2733769265546799,0.22600206197182598
479e3e36,x8500g,索尼,,0.4007942007541384,0.29497795631434115,
db0c0079,沥青路面,彩色,社会问题,0.6805552857110878,0.49174519846968984,0.298426793172795
10b60db5,小程序,微信,,0.8587281662130507,0.6910112176774501,
c14e591b,贝店,单季度,,0.5143729005825772,0.34218710298775884,
195a1e72,小雅,,,0.3579668410649534,,
31571de9,人工智能名片,小程序,,0.6960112178951485,0.37774124068696235,
11820728,生命通道,,,0.5989097358904895,,
6eb965a1,智慧交通,,,0.5868870221602788,,
d3146058,不一样,酸辣粉,厂家,0.5103626681248058,0.4655548215585407,0.23117074309562305
dc7ecdd3,siaf,智能传感器,工业自动化,0.3291453270591295,0.31409336661101683,0.22863177142539662
29ce2c03,外汇天眼,脱发,,0.5691522049161238,0.24845335674564722,
889cf2a6,网站关键词,,,0.6868775262883358,,
b8f921e0,银行,刷卡,,0.33226103223975695,0.2502184020281238,
5d5920ef,西城集团,欧洲央行,欧银利率,0.6848465262363231,0.29347748344850816,0.2880952760653763
1a5c2f25,工商年报,,,0.7323478061131793,,
54fffcdb,bis认证,印度标准局,,0.6939284441417825,0.3472272557839163,
52f048c6,区块链,日本银行,,0.7554359024765814,0.6801380085578955,
0e49bffd,互联网,保单量,,0.7266332659793634,0.28205444644094435,
674a87f4,交通银行,信用卡,东方融资网,0.7371462915748084,0.6404103512536407,0.4561825353372389
260ec694,专利交易,成都亚联科知产,,0.8600665152940956,0.6249530844782353,
4cd4158c,进店,,,0.21439304036577872,,
79dbf554,高新技术企业证书,,,0.31959119798715346,,
d5eccffb,窜货,经销商,厂家,0.8199609527955057,0.5074782789411436,0.49055431487034734
61898fe9,战斗民族,侧卫,,0.6100644160496321,0.3150104888169947,
fb23e79f,野外隐蔽,,,0.580212077617316,,
8c8ddcaa,华为,5g,王传东,0.8209236954863487,0.4715622318841966,0.24716901052108398
4ae3af41,熊猫直播,公司破产,商标转让,0.8467646865422126,0.44500717336397744,0.36999855786027125
1f245833,三亚,vivo,,0.541948649743121,0.5152800910125129,
38f9967e,黄原,,,0.6553001197424472,,
4437997f,数字货币,交易系统,,0.6355809644954789,0.24229342446798857,
1d854a48,众水联,环保产业,,0.37744840467276636,0.30931132081171764,
1a64dc24,数字化,自动化,,0.649928502331628,0.2546325961217618,
d97a29ea,期货,套期,,0.6080080396783291,0.37924280066237454,
62213a4e,自媒体,,,0.6917261683313956,,
0ae398dd,黑加手环,小米有品,智能手环,0.7372611352945319,0.556805355312049,0.5058600076327068
4a1ce808,创业,,,0.13156848079489278,,
cff46198,雅黑侵权,微软雅黑,,0.5008194229795927,0.2332664351747428,
7ecdc0a3,苏猫,无人超市,,0.43809287324892837,0.374932122327373,
5c6d3669,程序员,编程语言,,0.6416536850226207,0.4014836282666849,
53e5911a,棒材,,,0.20634459335296643,,
8a558b67,换热器,板式,,0.7792954113390882,0.5135162556257072,
e8d3234f,孙俪,,,0.9075814227770835,,
f0ad7265,叶璇,,,0.9172192961357016,,
df8be7dc,李易峰,,,0.9817249709931823,,
a11dff45,许魏洲,,,0.9109458323910145,,
4d72996a,周星驰,喜剧之王,,0.8413539390837532,0.6117426063766592,
f192e758,章子怡,汪峰,妻子的浪漫旅行,0.9713842028628097,0.9675110947920887,0.3602203809160446
a48834fe,德鲁纳大酒店,吕珍九,tvn灵异题材剧,0.6306200385440608,0.4353718706040129,0.4320136328022899
51543860,支付系统,白皮书,收银台,0.5809649519623586,0.3429608390771961,0.30982155052462235
c5b2fc56,网络安全,linux,,0.8054531065436654,0.6343457342128456,
842ab252,预扣预缴,后汇算清缴,,0.647440762967949,0.376385920323675,
8f86fdb3,亚马逊,纽约,爱彼迎,0.7378466536437831,0.7102127936143526,0.4251530509701895
a720489c,养老金,退休人员,,0.8814900074298656,0.2300914743969065,
2ad9a97c,私募基金,市场需求,,0.7243289625652846,0.3295685103763224,
8eecf279,美联储,,,0.2327488617380392,,
23fa86e9,食品,,,0.22535694899636882,,
d22ec05f,钢铁行业,,,0.17621491492548158,,
016f2c01,蔚来汽车,周鸿祎,,0.7662620411441684,0.4497095149345804,
8ef82bb3,比特币,加密货币,,0.5093746384828728,0.46361770963785176,
c72f761b,人间·喜剧,开心麻花,艾伦,0.9047184382893172,0.4059596606590481,0.3486075560025905
a1a2c3ea,日本女星,广濑铃,神仙颜值,0.6519466296331372,0.28597603419199014,0.26196138965081067
01edf324,废纸价格,,,0.8517070261221616,,
b489a719,葛洲坝,房地产业务,,0.2956811178232862,0.24661190927208407,
e9f8691d,马丽,逆流而上的你,好媳妇,0.7947221973399085,0.48728678491196253,0.40655113342693766
597f5429,周润发,打戏,,0.9007031023359462,0.23501185157936982,
a50650cf,华为,美国政府,,0.9663173343761416,0.8655330527597558,
ad189a14,反贪风暴4,古天乐,周秀娜,0.6276633104802434,0.6096369758388855,0.6035165102298865
38cfe59f,福利院,张永福,,0.47545355781864523,0.2642467933771831,
a2a58bf0,朴敏英,,,0.8469314095025868,,
9763e249,瓜伊多,委内瑞拉,马杜罗,0.8581873060120394,0.7327495295888382,0.6736897217731932
6ccb06bb,岳云鹏,,,0.9653766759218992,,
4ba80bdb,漫威,华为视频,惊奇队长,0.7589327737407899,0.704846739350412,0.6342659343351097
31c1a0d6,韩国,智能手机,,0.7190795229376882,0.5182436423481986,
97b85300,捷龙一号,,,0.7006436039475017,,
4fe38b28,苹果,圣地亚哥,高通,0.8956685917578265,0.5301487734437548,0.25710331401233527
4e96810f,瑞士证交所,corda,区块链,0.5655716244988601,0.5451088021919828,0.376673824553455
436b6cb7,雪莱特,债权人,,0.7205795755861328,0.3078101717184249,
102b1fff,李彦宏,百度投资,,0.850928750709856,0.576295547802948,
d3abdc5b,中国,加拿大,,0.4474368719959841,0.40641410013183193,
df9d77bf,周黑鸭,数据造假,,0.45534459789764614,0.37296927311317507,
4c552842,微信聊天,,,0.5968367210647879,,
57573e43,美国,中国,,0.3135855415774572,0.262741551898483,
a64cb638,马天宇,,,0.8484761134519919,,
d44d42d2,醇基燃料,新能源,,0.568536490756471,0.3892816749125653,
6c37f742,无线遥控器,解决方案,ir,0.6194165885507671,0.4541205141015565,0.24083446662145436
5c9e6216,产品,企业营销,,0.5830345419724852,0.3603601211825808,
8c36667f,对接话费接口,,,0.643094878941417,,
03b44920,绝地求生,赛睿,鼠标,0.4177968150580738,0.3377078717724322,0.25016815076329657
c7f5edcd,htc,印度,,0.6958305013624652,0.2359884958362887,
aff468d2,三星,小米,手机,0.5301710564888981,0.3245605257799454,0.25850695880141894
9c4005ce,kxd手机,kxd6a,,0.34484728695773753,0.2772421786861163,
7fe198de,耳机孔,,,0.2588628235727797,,
a5bf36d6,债务人,,,0.45200355894686756,,
7755c04f,兴业银行,绿色债券,气候债券倡议组织,0.7364435308172605,0.5681784611598771,0.45307737009157
f069b34c,股市,房价,,0.49204924744305,0.2743510626228771,
ec60fa04,降息,回归理性,网贷,0.6846400853437278,0.5241143993118859,0.5108297167484004
5a2db45b,泰国,,,0.6527905579175978,,
5a750e15,企业,,,0.6080432487193685,,
dc9dea68,银行卡,账户,,0.4976622175677703,0.24346772010175022,
21f864e8,白名单,什么时候,,0.6581989724013968,0.2461206195472938,
cdc9e0e3,袁咏仪,张智霖,一家三口,0.898649527420837,0.8833991592735257,0.32993428783587414
705fdb85,李易峰,网红湾湾,,0.9668245323780806,0.5003717978971209,
19d56e94,妻子,,,0.09243937664726894,,
4f0ca9e4,翟天临,何洁,明星,0.8446377394583753,0.7067843714756894,0.2518858134877192
33f914e0,雷克沙,移动固态硬盘,闪迪,0.8355551421275241,0.6888807950719402,0.36663351546052847
c95052e5,触宝,全年财报,,0.8055733642049249,0.26221754829000543,
1cbc9a86,lyft,ipo,滴滴,0.8070931803855296,0.5423353006298609,0.36424565966073874
9e33303d,基林级驱逐舰,墨西哥,,0.7473223728062148,0.4939414818945113,
7361d13e,助听器,ai,,0.6178263761571634,0.25629970871602087,
d72849ed,孙松,,,0.3135955561936151,,
9997b67e,宋慧乔,,,0.9580508294728834,,
6985f90f,钢铁行业,主营业务成本,增值税,0.5428963383754476,0.40844589367091955,0.38774271739419125
be883f15,黄奕,,,0.6854559317216847,,
82fad944,魅族note9,,,0.42828072881000884,,
41f73ef5,美国专利,,,0.6674277171781983,,
265f1942,5g,,,0.9407838556061807,,
bc7fbca4,雾霾,韩国,中国外交部,0.8143998229988301,0.7425983632908468,0.2387312556341264
9f7e9445,造艺科技,,,0.7790447420322975,,
c3ff21e6,一切的一切,,,0.22422090816752469,,
377d558a,生意社,mdi市场,,0.5790085071268861,0.3907082454992944,
b09a636d,ex公司,韩国,植恩,0.3404812685558768,0.3334230474653651,0.29850948155256407
1da69135,新浪,竞价推广,,0.26668343015983936,0.2413670154917532,
b1499187,果家f,,,0.5148791583967859,,
1f154d92,福布斯,马云,马化腾,0.8686189101702434,0.39793488780267644,0.3456264139317759
90547707,股票,,,0.574484613700313,,
b28711a0,狮子金融,原油,eia,0.7310273715824084,0.7257214799539476,0.4170616402803062
66cdee40,祖怀,蒙恩,,0.6985035965470221,0.5164486657571442,
08d3e2bb,新零售,电商新模式,,0.5723868373082145,0.23510694884216343,
357edc04,越南,中国,,0.9034116858780592,0.5736309040514617,
477f79b1,故宫,时光机,,0.8262579395637136,0.22965208554917332,
7aa50c5d,济南,章华花,人寿保险公司,0.7339817565601929,0.36673595473443377,0.28559306535440965
3f44c9b5,妻子的浪漫旅行2,华为视频,女神节,0.7864251490217323,0.7108466877828377,0.556493555019808
22c20c9b,小微企业,减税降费政策,,0.8453899080099117,0.5634832795248043,
c723d314,惊奇队长,漫威,微博,0.5771547323352381,0.5422745555271085,0.4496097794504139
3b689bf0,卫生巾,卫生护垫,上海市场监管局,0.4809263307514817,0.47761620321965387,0.44725270023586783
2e433426,曹曦月,殷离,倚天屠龙记,0.7344616795645037,0.6078534395825155,0.41405461011887845
24129f46,阿sa,石恒聪,,0.8115668836646287,0.46178668881016244,
b53d1240,看了又看,,,0.10607360315364718,,
2b4208f2,沈梦辰,女儿们的恋爱,,0.8095969086780549,0.791545086081749,
5e5a59d9,会见,,,0.49606331758208516,,
ba967234,诺基亚,android,,0.9198204326271237,0.24593239546066328,
a7457dfa,触摸一体机,,,0.6024122032229757,,
e8ba1e51,拣货,,,0.736053563452008,,
0e10199a,珠边机,,,0.8240788829672018,,
bb856a3f,英国脱欧,ukca认证,,0.4389566302354624,0.3125091970490908,
c75724b9,zingfront,,,0.500184856312698,,
8cb6ba1f,洁净,实验室,,0.3325945580798592,0.24222188933140848,
76d05deb,丈夫,女人,,0.6283428896051609,0.2592979344473903,
2dd44530,金融发展,贫富差距,,0.7988196693952093,0.4031210591153168,
35e757af,京城四少,王珂,汪雨,0.6186119137069369,0.4352782439405516,0.4351806878910233
792747f4,李彦宏,百度投资,,0.784759324220988,0.5498885740530679,
9a3efd8a,黄金,,,0.8333672163272761,,
b9ff3e7c,深圳境外投资备案,,,0.7807516861793802,,
75eaaced,房多多,,,0.6972393707989956,,
ae691aca,集成墙面,,,0.8504201784319686,,
2d7bae4d,李先生,网贷行业,梁先生,0.4447203609890902,0.4070554016079435,0.2813074147726215
1cde4805,养老金,退休人员,,0.9059335276021263,0.2354552823189416,
64b4fb37,开发区,宁夏,,0.5010354633856935,0.41285337115859333,
fbc57900,北京,,,0.48930274093846343,,
75f74282,建帮扶,甘肃铁投集团,脱贫攻坚,0.7332925286344552,0.6134869321288603,0.2970953116712163
d56f32b0,pta,潜在风险,,0.6098559451368618,0.41428225494036214,
3c76e983,股票配资,最大化,,0.4750318170238944,0.22753472063713995,
b380ce07,趣头条,短视频,抖音,0.8177761395445636,0.6678243310749086,0.3883129128797599
055e3080,客户名单,,,0.12658664628303315,,
56b77c2e,边缘计算,,,0.15077625665482758,,
2077d973,沈傲君,,,0.8310260407873845,,
1b75a7ea,全智贤,素颜,,0.95134490296734,0.4144991508319343,
8eb37fa8,倪大红,都挺好,,0.9029231008031015,0.893499818967273,
fb257488,贾静雯,高圆圆,,0.8902071072457876,0.8663035705355208,
f64b9824,郑爽,杨洋,吻戏,0.8707365272825652,0.8308108300070124,0.5157619329055597
07cefa58,财政部,地方政府债务,,0.7516115428266419,0.4629002482195389,
8b963461,资本金,ppp,,0.3928800742152891,0.3402995380078824,
ac785b72,日内交易,股票,,0.7223689106831545,0.3470697237308534,
baaad2ba,麦达数字,产业基金,,0.828437079561717,0.4254274166956755,
bd49c2f8,alpha,world,国泰君安,0.6276331538428281,0.4804980306743717,0.415368422067123
29043017,原油,狮子金融,eia,0.5979044839726927,0.5940849705217905,0.5256764954671372
6d9cbd36,过劳死,,,0.6095774968960407,,
89b161f1,张凯丽,,,0.8417848380006279,,
f03de234,abb,净利润,,0.8703516718501879,0.31495545471384606,
93a42fbd,3日2夜,tvb,何广沛,0.707413518086128,0.4680287707360803,0.301402012920935
f1ecec31,怦然心动,英语美文,,0.6564391255274491,0.38417308770546876,
8aa65a40,行情,,,0.406338346725795,,
4691e8d4,捷龙一号,,,0.7773161564168433,,
2469b7e9,亚马逊,快闪店,阿里,0.9350043719599606,0.47503628701014255,0.32826436608719634
0d3820b3,华为,智慧,京东,0.34015614603981886,0.31489564770498674,0.30210271389402366
a8d7d603,谷歌,,,0.2945749641023632,,
29accca5,16g当当阅读器8,,,0.5042286480992495,,
fd929e5b,lyft,优步,ipo,0.8829850408432195,0.7146029125060452,0.5229355093064284
dcc75bff,养老金,,,0.8894524649942975,,
55374080,打印机,pv,,0.36788853986411213,0.2564853856778527,
dda9b97e,张嘉倪,妻子的浪漫旅行,,0.9840644283002659,0.3354109556007209,
134de63f,周润发,,,0.9539904192209508,,
0760f9ec,香港,公司注册,,0.6094338674589281,0.5605241235783309,
04647f60,工业互联网,,,0.888637324703819,,
71dd5d59,携号转网,运营商,,0.7478840607663944,0.42617182607528553,
b1608520,提速降费,三大运营商,,0.5354031949131445,0.2905680971329553,
b03739a8,政府工作报告,,,0.42783016062157225,,
0ea18326,环重庆科技学院,,,0.5644253480542926,,
38eac14e,大病保险,,,0.6991138601481407,,
87a9a7de,豆粕,加拿大,,0.3748855417821885,0.28365155254912017,
6ae87f50,粤港澳大湾区,龙光,,0.663086693259039,0.2697306831119623,
e7dff457,未了缘,,,0.4042928511211282,,
b9a99f46,a股,,,0.2676880029237895,,
4c8675b0,全智贤,宋慧乔,,0.9017299821688795,0.614571016982477,
d5b95144,宫锦袍,吕伟强,宣传部,0.7332273835167958,0.39146114493707157,0.2616734266903515
0f9ea4b7,iphone,,,0.8157423070213539,,
5dcb1751,谷歌,亚马逊,数字税,0.7881204044593108,0.7552430066173724,0.43060251599173144
3091f14b,魅族note9,红米note7,,0.4770946201709091,0.4462029071808272,
d69a3139,电子塞规,diatest,测头,0.5910495680406445,0.3978286295348421,0.24942026607783052
886279b3,俄铝,四季度,,0.82301662252323,0.28334927723826653,
aec711b7,美国空军,美空军,,0.5594080103371839,0.2980315629414749,
438ac212,澳大利亚,食品行业,,0.333860937564536,0.3149326626798673,
fd5328d3,交易所,ceo,,0.2891454652055433,0.23402471532946548,
83364689,5g,,,0.7784383327833102,,
61f89945,长三角,,,0.1807299660850843,,
25fe3399,网站优化,seo,,0.8188473607904236,0.5591241809195114,
e23f8b91,淘宝店铺,,,0.25253242441398027,,
203ea50d,工业4.0,,,0.8502450347002164,,
96fcbbdc,app,,,0.5928109376847294,,
d9859baa,淘气堡,,,0.7689818137764606,,
98902c4b,免疫组化,,,0.4790049544607786,,
8b91195c,氮化硼,砂轮,结合剂,0.3153113932686243,0.2585975020025007,0.23086311382861865
dabb161f,微信,淘宝,,0.72562465756501,0.3996656940604761,
79b3779b,网约车,拉拉,货运版,0.31375796652478444,0.3012105696259769,0.2951090805613798
565427bd,托盘式货架,佛山货架厂,仓储成本,0.6772555531595978,0.6092029383817139,0.4126015736961967
95b3fb05,程序员,cloudnative,,0.5265685952544794,0.5057967962841066,
1680578d,民营经济,民营企业,,0.4665523111285305,0.3181184561158061,
70e16993,app应用,满足用户,,0.5885192288161865,0.4242538174022537,
69454ca9,贷款,信用卡,,0.5441756195618364,0.24154400142230759,
6f91b4d9,税前扣除,养老保险,管理人员,0.3847849842466844,0.2920689042635317,0.24487224121534337
2995eafc,牛市,行情,成交量,0.665282191136013,0.2764994521247765,0.26123336832764565
9806f738,日本,,,0.5231091034445976,,
17dd3d52,冉志东,,,0.50308702087272,,
9654e9b7,申卡,下卡,,0.5272230292387362,0.251904430367859,
915f2164,特斯拉,超级工厂,上海建工集团,0.8430176134416161,0.6940618535008007,0.5641215515704774
609996e2,思维导图,,,0.8840092878482045,,
67d77861,券商板块,科创板,海通证券,0.645388991573202,0.317616071525863,0.2988228148673148
35c0d513,非洲猪瘟,,,0.5577975509427483,,
50bed92a,金刚石涂层刀具,cvd,,0.6042232666387305,0.3247000509299948,
36afc2ef,联想集团,华为,杨元庆,0.6504921730280402,0.5003596420117145,0.37447361519483013
736cf6eb,磨床,,,0.19933753460996564,,
b96c056c,qq,腾讯,,0.9047643176195309,0.3264365369905495,
c4fbee4f,iphone,天猫,苹果,0.8030257161038296,0.42162095272185784,0.22922006821999888
f4f46570,上交所,,,0.5925757817451108,,
11c0795a,周笔畅,李宇春,何洁,0.8563122298673611,0.5142678442843345,0.43762076264208405
b98e1b57,华为,可穿戴设备,idc2018q4,0.5114948311600166,0.4063797075136184,0.24792726755091524
9a77ea3a,网站建设,专业网站制作,网站优化,0.539931513041192,0.5394718055385178,0.4766067788659574
e9785ad4,清明上河图,,,0.8311628312708625,,
aebcb9c0,大汉,,,0.21230534115645264,,
e0fd1017,女神节,,,0.6965558407286702,,
c822657a,量子理论,研讨会,,0.5489184725495073,0.2861419834728162,
cdca91a5,贝佐斯,麦肯齐,,0.6351556199515408,0.282746180095841,
ce068c5c,购房,,,0.6374261569064578,,
f4686945,rf,70mmf,摄影师,0.39724320684205416,0.2652910023885996,0.2476164611124432
7686c88e,银联卡,,,0.49309455897553717,,
615fe42b,标准普尔,家庭资产配置,象限,0.8039926958634802,0.48063826589526404,0.2292917814020394
29e9d613,日线,且行且珍惜,,0.29647062568927174,0.27651971866136504,
e49814e8,川酒集团,江口醇,李秋喜,0.7283100979123581,0.3759821622752851,0.3628192445414695
8c05bef2,流浪地球,,,0.8691056755449467,,
0d0fea6e,张翠山,,,0.12577223253663924,,
a149b81b,冀中能源峰峰集团,大淑村,,0.7191228945731066,0.3935275831376979,
158ac1d0,闫瑞祥,短线,,0.4394631632202107,0.43495446492325485,
a0977f73,均线,,,0.565585206033567,,
08a95d25,昆明,楼市,首套房贷利率,0.6021230597865264,0.373290019351013,0.2968978402613985
bf0cddcd,rcm,,,0.6623212138629214,,
4205fa4f,特朗普,库克苹果,,0.9214940856490077,0.5373764388711638,
9cadf563,原子灰,,,0.4019811187859532,,
b8edd532,微商,控价系统,商品管理,0.8604376143777206,0.7155237347144998,0.4066184922533996
8bd16f7b,rcm,澳洲,,0.7141121970943681,0.35610028239162295,
feaf3a61,民间股神,日线,,0.6270963149394557,0.5177102941165904,
b06ac871,大盘,,,0.3973133959101141,,
0e928678,股海,短线,晚评,0.34905355767734,0.32593408588220624,0.2332757557880814
fca27ddb,网络机顶盒,有线电视,,0.8226824613876532,0.4603963174922097,
1fcbc2d0,纳税记录,,,0.4921489407293757,,
966b56ce,江山房地产,,,0.6225663667148098,,
d9e010ea,大数据,,,0.6066749806597033,,
072f92fb,人工智能,ocr,,0.6842061939734818,0.6223017281421652,
409fd4f2,内塔尼亚胡,以色列,伊朗,0.8258789836466034,0.7843581955261661,0.7057259438833785
64045473,生态环保,热词,,0.643927307480017,0.26836128805519094,
f01710b8,债务重组,,,0.77511639576153,,
7a71ebc4,携号转网,,,0.8861599433791134,,
b2987266,vivox,三亚,,0.5212183218465168,0.43420150704841404,
98787f03,汪小菲,大s,,0.9459006949879865,0.5913339664557677,
58574af5,猪价,kg,,0.3540944484645161,0.3479031744749686,
b1443f33,加拿大,中加关系,中国,0.420116622922034,0.27493140507649383,0.24533000392317497
102ad689,大数据时代,,,0.4402549425317959,,
25b30f8b,倚天屠龙记,陈欣予,殷素素,0.8872371100081061,0.7628303906146142,0.5861242051440293
00dcabf3,灭蚊灯,cg日用电器,注意事项,0.7479595723545743,0.40784398143129286,0.2864484859534331
125efe9c,养老金,延迟,退休年龄,0.37798926500205743,0.2625449124800581,0.2619873773116415
99ff8dae,美国,,,0.1711415813859904,,
28884cd8,北上广,北京收益率,月报,0.8857357346012239,0.3976423250951744,0.2579395453315733
4926be09,行情,,,0.27382439499084615,,
57eff76a,5g,全息通信,韩国kt,0.602231394227975,0.5257530365038662,0.482313374435168
293006e1,欧盟委员会,外资监管,,0.8052462827697818,0.6223919446054811,
ae8e2087,刘亦菲,张无忌,,0.36162582896560935,0.25349088912212003,
29851184,福布斯,马化腾,马云,0.852873919599742,0.5430299179509342,0.5023831391801291
9db96680,龚琳娜,歌手2019,,0.5588212129584399,0.2645930139482786,
a2734a45,苏母,苏明玉,都挺好,0.8844029564996483,0.5802248629084412,0.40313802554739925
51ce4731,章子怡,汪峰,妻子的浪漫旅行,0.9482987119498765,0.8562066825912744,0.2354824427782268
